Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0002066~columnar/cuboidal epithelial cell development	2	14.285714285714285	0.07470170561460626	P13395, Q9VEN1	12	33	4697	23.72222222222222	1.0	0.46618444615539145	69.95689170060095
GOTERM_BP_ALL	GO:0007155~cell adhesion	4	28.57142857142857	0.07718895234406002	A8TX70, P21333, Q2PZL6, P02549	12	442	4697	3.542232277526395	1.0	0.4744957503935169	71.18366015467339
GOTERM_BP_ALL	GO:0048285~organelle fission	3	21.428571428571427	0.07773336323608263	Q8WZ42, P21333, Q9VEN1	12	201	4697	5.842039800995025	1.0	0.4738254901072664	71.44584980324339
GOTERM_BP_ALL	GO:0022610~biological adhesion	4	28.57142857142857	0.07846338568199757	A8TX70, P21333, Q2PZL6, P02549	12	445	4697	3.5183520599250935	1.0	0.4740016892098412	71.7939290560192
GOTERM_BP_ALL	GO:0048569~post-embryonic organ development	2	14.285714285714285	0.0790616401607165	Q23551, Q9VEN1	12	35	4697	22.366666666666667	1.0	0.47359068194313514	72.07621709038527
GOTERM_BP_ALL	GO:0060047~heart contraction	2	14.285714285714285	0.0790616401607165	Q8WZ42, P21333	12	35	4697	22.366666666666667	1.0	0.47359068194313514	72.07621709038527
GOTERM_BP_ALL	GO:0043933~macromolecular complex subunit organization	5	35.714285714285715	0.08448954606528511	Q9NRC6, Q8WZ42, P13395, Q8TE73, P02549	12	752	4697	2.6025044326241136	1.0	0.49416007347543234	74.51934762188003
GOTERM_BP_ALL	GO:0002164~larval development	2	14.285714285714285	0.08772552911863965	Q23551, Q9VEN1	12	39	4697	20.07264957264957	1.0	0.5046763816956497	75.879179379105
GOTERM_BP_ALL	GO:0003015~heart process	2	14.285714285714285	0.08772552911863965	Q8WZ42, P21333	12	39	4697	20.07264957264957	1.0	0.5046763816956497	75.879179379105
GOTERM_BP_ALL	GO:0008360~regulation of cell shape	2	14.285714285714285	0.08772552911863965	P13395, P02549	12	39	4697	20.07264957264957	1.0	0.5046763816956497	75.879179379105
GOTERM_BP_ALL	GO:0048519~negative regulation of biological process	6	42.857142857142854	0.08794447731000074	Q9NRC6, Q23551, P13395, P21333, P02549, Q9VEN1	12	1091	4697	2.1526122823098075	1.0	0.5024937537849796	75.9686892281027
GOTERM_BP_ALL	GO:0002065~columnar/cuboidal epithelial cell differentiation	2	14.285714285714285	0.09202962746743698	P13395, Q9VEN1	12	41	4697	19.093495934959346	1.0	0.5160483254710122	77.58284514610287
