"","Protein.ID","Uniprot","Protein.names","fc3"
"4189","CHOYP_MMAC.1.1|m.8063","Q5ZL21","Methylmalonic aciduria and homocystinuria type C protein homolog (EC 1.16.1.-) (CblC) (Cyanocobalamin reductase (cyanide-eliminating))",-2.25985100456466
"4196","CHOYP_NPC2.2.7|m.29742","Q9Z0J0","Epididymal secretory protein E1 (mE1) (Niemann Pick type C2 protein homolog)",2.25985100456466
"4202","CHOYP_PARG.1.1|m.24813","O02776","Poly(ADP-ribose) glycohydrolase (EC 3.2.1.143)",-3.70951129135145
"4217","CHOYP_RS14.3.6|m.23056","A4IFD0","Adenylate kinase isoenzyme 5 (AK 5) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 5)",-3.0896936467371
"4224","CHOYP_SMP_149390.1.1|m.8819","Q8C419","Probable G-protein coupled receptor 158",-3.0896936467371
"4226","CHOYP_SYB.1.3|m.25801","Q15836","Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3)",-2.25985100456466
"4238","CHOYP_TVAG_106580.1.1|m.44429","H2A0M0","Asparagine-rich protein (Prism uncharacterized shell protein 1) (PUSP1)",6.22921330048078
"4270","CHOYP_BRAFLDRAFT_118718.1.1|m.14739","O75594","Peptidoglycan recognition protein 1 (Peptidoglycan recognition protein short) (PGRP-S)",4.41902258270291
"4320","CHOYP_FUMH.2.2|m.55401","O17214","Probable fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)",-3.0896936467371
"4324","CHOYP_GNAI.1.1|m.26096","P30682","Guanine nucleotide-binding protein G(i) subunit alpha (Adenylate cyclase-inhibiting G alpha protein)",-2
"4330","CHOYP_IFT57.1.1|m.13249","Q5EA95","Intraflagellar transport protein 57 homolog",-3.41902258270291
"4351","CHOYP_LOC100370410.1.1|m.24212","Q96AT9","Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Ribulose-5-phosphate-3-epimerase)",-2.25985100456466
"4381","CHOYP_LOC100889564.1.1|m.17149","Q6DF46","Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-) (Coenzyme Q10 monooxygenase 6)",-2.25985100456466
"4384","CHOYP_LOC100902912.1.1|m.9008","Q1HCL7","NAD kinase 2, mitochondrial (EC 2.7.1.23) (Mitochondrial NAD kinase) (NAD kinase domain-containing protein 1, mitochondrial)",-2.25985100456466
"4400","CHOYP_LOC662543.1.1|m.39811","Q14624","Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4]",2.16992500144231
"4422","CHOYP_P20D2.1.2|m.9005","P54968","IAA-amino acid hydrolase ILR1 (EC 3.5.1.-)",-2
"4445","CHOYP_SELJ.1.1|m.21559","P40821","Crystallin J1C",-2.70951129135145
"4471","CHOYP_XDH.2.3|m.53113","P47990","Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)]",-2.8073549220576
"4500","CHOYP_BRAFLDRAFT_206907.5.11|m.19273","Q9Y383","Putative RNA-binding protein Luc7-like 2",-2.70951129135145
"4503","CHOYP_BRAFLDRAFT_223623.1.1|m.11202","Q6ZPT1","Kelch-like protein 9",2.25985100456466
"4520","CHOYP_CDC42.11.11|m.60004","Q29HY3","Cdc42 homolog",-4.41902258270291
"4537","CHOYP_FLOT1.2.2|m.59727","O61491","Flotillin-1",-2.19897784671579
"4547","CHOYP_ISCW_ISCW012623.1.1|m.26452","P49256","Vesicular integral-membrane protein VIP36 (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36)",-2.70951129135145
"4586","CHOYP_LOC100376096.1.1|m.62366","A1A4V9","Coiled-coil domain-containing protein 189",-3.0896936467371
"4605","CHOYP_LOC100703289.1.1|m.53585","Q8CF97","Deubiquitinating protein VCIP135 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135)",2.70951129135145
"4697","CHOYP_BRAFLDRAFT_204736.1.2|m.27864","Q503Q1","Mitochondria-eating protein (Spermatogenesis-associated protein 18)",-3.12368201637836
"4716","CHOYP_CO4A2.1.2|m.14631","P08120","Collagen alpha-1(IV) chain",-3.96936229591612
"4720","CHOYP_CYPL.1.1|m.25000","Q9D0W5","Peptidyl-prolyl cis-trans isomerase-like 1 (PPIase) (EC 5.2.1.8) (Rotamase PPIL1)",2.16992500144231
"4765","CHOYP_LOC100370673.1.1|m.13161","Q9WV04","Kinesin-like protein KIF9",-4.20442612236725
"4766","CHOYP_LOC100371099.1.1|m.20282","Q5M7F8","UPF0573 protein C2orf70 homolog A",-2.58496250072116
"4770","CHOYP_LOC100372481.1.1|m.21010","P23727","Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)",2.25985100456466
"4782","CHOYP_LOC100540539.1.1|m.14519","Q15643","Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230)",3.0896936467371
"4815","CHOYP_LOC592142.4.9|m.49474","Q6AYS4","Plasma alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase 2) (Alpha-L-fucosidase 2)",3.41902258270291
"4869","CHOYP_TOP2B.1.1|m.6674","Q64511","DNA topoisomerase 2-beta (EC 5.99.1.3) (DNA topoisomerase II, beta isozyme)",3.41902258270291
"4920","CHOYP_BRAFLDRAFT_76825.1.1|m.2818","P82198","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3)",-2.25985100456466
"5110","CHOYP_ACT1.3.7|m.25836","Q9SAF1","Actin-related protein 3 (Protein DISTORTED TRICHOMES 1)",2.25985100456466
"5123","CHOYP_BRAFLDRAFT_88506.1.1|m.64174","Q3SX22","BSD domain-containing protein 1",-3.0896936467371
"5136","CHOYP_CYTA.1.1|m.10540","P01040","Cystatin-A (Cystatin-AS) (Stefin-A) [Cleaved into: Cystatin-A, N-terminally processed]",2.58496250072116
"5138","CHOYP_DCDC2.7.7|m.46807","Q9D1B8","Doublecortin domain-containing protein 2C",2.70951129135145
"5156","CHOYP_IF122.2.2|m.59794","A8WGF4","Intraflagellar transport protein 122 homolog",2.16992500144231
"5166","CHOYP_LOC100115776.1.1|m.24729","Q921I2","Kelch domain-containing protein 4",2.16992500144231
"5168","CHOYP_LOC100118291.1.1|m.54817","Q5M824","SHC-transforming protein 1 (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1)",2.70951129135145
"5218","CHOYP_LOC101075536.1.1|m.42991","Q9GLW9","Peroxiredoxin-5, mitochondrial (EC 1.11.1.15) (Peroxiredoxin V) (Prx-V) (Thioredoxin reductase)",-3.0896936467371
"5226","CHOYP_LOC587610.3.3|m.27175","P00687","Alpha-amylase 1 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary and hepatic alpha-amylase)",2.01612652020021
"5252","CHOYP_PAPOG.1.2|m.33182","Q6PCL9","Poly(A) polymerase gamma (PAP-gamma) (EC 2.7.7.19) (Polynucleotide adenylyltransferase gamma) (SRP RNA 3'-adenylating enzyme) (Signal recognition particle RNA-adenylating enzyme) (SRP RNA-adenylating enzyme)",3.41902258270291
"5323","CHOYP_BRAFLDRAFT_109688.1.1|m.59704","P50174","Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (Beta-ketothiolase)",2.25985100456466
"5340","CHOYP_BRAFLDRAFT_263599.1.1|m.59010","O95995","Growth arrest-specific protein 8 (GAS-8) (Growth arrest-specific protein 11) (GAS-11)",-2.01612652020021
"5375","CHOYP_E2F4.1.1|m.25398","Q6DE14","Transcription factor E2F4 (E2F-4)",-2.70951129135145
"5426","CHOYP_LOC100491886.1.1|m.26703","P55113","Zinc metalloproteinase nas-7 (EC 3.4.24.21) (Nematode astacin 7)",-3.96936229591612
"5428","CHOYP_LOC100537361.1.1|m.55516","P10076","Zinc finger protein 26 (Zfp-26) (Protein mKR3)",-2
"5521","CHOYP_ARGI.1.2|m.3263","P49900","Arginase, hepatic (EC 3.5.3.1)",-3
"5536","CHOYP_BRAFLDRAFT_241420.1.1|m.61408","Q8CG72","Poly(ADP-ribose) glycohydrolase ARH3 (EC 3.2.1.143) (ADP-ribosylhydrolase 3) ([Protein ADP-ribosylarginine] hydrolase-like protein 2)",2.70951129135145
"5581","CHOYP_ISCW_ISCW014481.1.1|m.61217","P56524","Histone deacetylase 4 (HD4) (EC 3.5.1.98)",2.58496250072116
"5587","CHOYP_LMBL3.1.1|m.14251","B1B1A0","Lethal(3)malignant brain tumor-like protein 4 (L(3)mbt-like protein 4)",-2.70951129135145
"5616","CHOYP_LOC100693867.1.1|m.27278","Q03249","Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)",2.25985100456466
"5632","CHOYP_LOC586661.1.1|m.56660","Q9XGA0","Ribose-phosphate pyrophosphokinase 3, mitochondrial (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 3)",-2.70951129135145
"5640","CHOYP_NEMVEDRAFT_V1G167835.1.1|m.6190","Q567Y6","Intraflagellar transport protein 22 homolog (Rab-like protein 5)",-4.20442612236725
"5674","CHOYP_UBA3.1.1|m.59856","Q8C878","NEDD8-activating enzyme E1 catalytic subunit (EC 6.3.2.-) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3)",-2.25985100456466
"5802","CHOYP_LOC101158638.2.2|m.27400","B0UZC8","von Willebrand factor C domain-containing protein 2-like",3.0896936467371
"5821","CHOYP_NCAH.1.5|m.8672","P74148","Universal stress protein Sll1388 (USP Sll1388)",2.70951129135145
"5871","CHOYP_UBP47.1.2|m.66121","Q8BY87","Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)",2.25985100456466
"5902","CHOYP_BRAFLDRAFT_126923.1.1|m.5580","Q95LS7","Coiled-coil domain-containing protein 96",-2.58496250072116
"5907","CHOYP_BRAFLDRAFT_275667.1.1|m.17353","Q9P2H3","Intraflagellar transport protein 80 homolog (WD repeat-containing protein 56)",-2
"5927","CHOYP_DDX42.2.2|m.54450","Q7ZY47","ATP-dependent RNA helicase DDX42 (EC 3.6.4.13) (DEAD box protein 42)",2.70951129135145
"5936","CHOYP_FND2.3.4|m.40482","Q8AV58","Protein sidekick-1",2.57890192316257
"6005","CHOYP_LOC100538313.1.1|m.64152","P15989","Collagen alpha-3(VI) chain",4.79920493808856
"6016","CHOYP_LOC100708991.2.5|m.29236","P15989","Collagen alpha-3(VI) chain",2
"6024","CHOYP_LOC101066924.1.1|m.16031","A7YY46","Probable hydrolase PNKD (EC 3.-.-.-)",2.25985100456466
"6025","CHOYP_LOC101067698.2.2|m.27457","Q5R1U3","Cystatin-A3 (VSA745)",-4.79920493808856
"6072","CHOYP_PININ.1.1|m.56667","Q9H307","Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein)",-2
"6109","CHOYP_contig_002279|m.2484","Q5RA22","Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (Cytosolic 5'-nucleotidase II)",2.90689059560852
"6134","CHOYP_BRAFLDRAFT_128460.1.2|m.7232","Q7Z4L5","Tetratricopeptide repeat protein 21B (TPR repeat protein 21B) (Intraflagellar transport 139 homolog)",-3.96936229591612
"6161","CHOYP_CCBL1.1.1|m.30637","Q7T3E5","Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase 3) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III)",2.70043971814109
"6168","CHOYP_CSN3.1.1|m.10996","Q6P2U9","COP9 signalosome complex subunit 3 (Signalosome subunit 3)",-2.32192809488736
"6197","CHOYP_KAPR.1.3|m.8246","Q8TF77","cAMP-dependent protein kinase regulatory subunit (PKA regulatory subunit)",4.61643218977614
"6255","CHOYP_LOC660501.1.2|m.5218","Q495T6","Membrane metallo-endopeptidase-like 1 (EC 3.4.24.11) (Membrane metallo-endopeptidase-like 2) (NEP2(m)) (Neprilysin II) (NEPII) (Neprilysin-2) (NEP2) (NL2) [Cleaved into: Membrane metallo-endopeptidase-like 1, soluble form (Neprilysin-2 secreted) (NEP2(s))]",2
"6313","CHOYP_WIPI2.1.2|m.9192","Q5ZHN3","WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2)",3.41902258270291
"6321","CHOYP_AFG32.1.1|m.59372","Q9Y4W6","AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein)",2.25985100456466
"6371","CHOYP_ISCW_ISCW004725.1.1|m.9722","Q09506","Uncharacterized protein C45G9.7",-2.25985100456466
"6373","CHOYP_KPC2.1.3|m.22368","Q16975","Calcium-independent protein kinase C (EC 2.7.11.13) (APL II)",2.25985100456466
"6449","CHOYP_LOC756222.1.2|m.62","A8MU46","Smoothelin-like protein 1",2.70951129135145
"6517","CHOYP_contig_025149|m.28635","None","None",-3.90689059560852
"6576","CHOYP_BRAFLDRAFT_76402.1.5|m.22765","None","None",-2.70951129135145
"6579","CHOYP_contig_033976|m.38613","None","None",-2
"6586","CHOYP_contig_031126|m.35509","None","None",-2.16992500144231
"6613","CHOYP_SVIL.1.1|m.1136","None","None",-2.32906847141935
"6649","CHOYP_BRAFLDRAFT_63281.1.2|m.28725","None","None",-3.0896936467371
"6657","CHOYP_contig_025827|m.29484","None","None",2.8073549220576
"6681","CHOYP_contig_025398|m.28945","None","None",-4.20442612236725
"6686","CHOYP_LOC100485383.1.1|m.52650","None","None",-2.26941239209809
"6691","CHOYP_contig_014354|m.16426","None","None",-2.70951129135145
"6704","CHOYP_contig_052993|m.63573","None","None",-3.0896936467371
"6750","CHOYP_KAL1.1.1|m.60996","None","None",4.79920493808856
"6785","CHOYP_TBA1.2.9|m.9962","None","None",2.02417937018987
"6802","CHOYP_LOC101169658.2.3|m.20752","None","None",2.56618906572812
"6805","CHOYP_contig_023897|m.27203","None","None",-2.32192809488736
"6892","CHOYP_ISCW_ISCW016148.3.6|m.54385","None","None",-3.0896936467371
"6944","CHOYP_contig_001129|m.1188","None","None",2.70951129135145
"6973","CHOYP_LCP2.12.14|m.40093","None","None",3.41902258270291
"6978","CHOYP_contig_026949|m.30663","None","None",-2.25985100456466
"6981","CHOYP_DWIL_GK12566.1.1|m.26720","None","None",2
"7016","CHOYP_contig_040577|m.46077","None","None",-2.70951129135145
"7031","CHOYP_contig_003882|m.4416","None","None",-2
"7082","CHOYP_TBA.1.6|m.12217","None","None",-2.87052256937714
"7124","CHOYP_LOC575264.1.1|m.10111","None","None",-2.4594316186373
"7134","CHOYP_LOC100366470.2.2|m.64705","None","None",2.25985100456466
"7231","CHOYP_contig_043862|m.50684","None","None",2.32192809488736
"7247","CHOYP_LOC100367089.1.4|m.1412","None","None",-2.25985100456466
"7258","CHOYP_contig_024219|m.27509","None","None",-2.70951129135145
"7281","CHOYP_LOC100533388.2.6|m.5374","None","None",2.16992500144231
"7317","CHOYP_GOLGA4.1.3|m.4761","None","None",2.70951129135145
"7331","CHOYP_TRIADDRAFT_32712.3.4|m.44104","None","None",-5.41902258270291
"7360","CHOYP_BRAFLDRAFT_124972.1.5|m.3844","None","None",-3.70951129135145
"7405","CHOYP_CASP10.5.7|m.49889","None","None",-2.16992500144231
"7427","CHOYP_contig_056033|m.66621","None","None",-2.4594316186373
"7430","CHOYP_contig_024357|m.27696","None","None",3.0896936467371
"7461","CHOYP_contig_010181|m.11866","None","None",-2.16992500144231
"7558","CHOYP_DDX58.9.9|m.62758","None","None",-3.70951129135145
"7576","CHOYP_CNE_1C34780.3.3|m.30615","None","None",2
"7593","CHOYP_LNTL-1.1.2|m.10782","None","None",-3.0896936467371
"7619","CHOYP_BRAFLDRAFT_278918.5.5|m.48881","None","None",-2.70951129135145
"7637","CHOYP_SC6A5.3.7|m.20491","None","None",2.70951129135145
"7657","CHOYP_contig_027304|m.31034","None","None",-2.04280378682109
"7660","CHOYP_LOC100366380.1.4|m.16838","None","None",2
"7813","CHOYP_GSPATT00037947001.1.1|m.24620","None","None",-2.43024619523999
"7816","CHOYP_SSSCA1.1.2|m.25666","None","None",-2.25985100456466
"7842","CHOYP_MYSP.1.9|m.1100","None","None",3.41902258270291
"7853","CHOYP_LOC100905544.1.3|m.6504","None","None",2.90689059560852
"7869","CHOYP_contig_038859|m.43982","None","None",3.0896936467371
"7890","CHOYP_SPAT6.1.1|m.11699","None","None",-2.33557547735863
"7980","CHOYP_contig_052416|m.62821","None","None",3.05946604433357
"8060","CHOYP_LOC100374962.1.1|m.28954","None","None",-2.32192809488736
"8131","CHOYP_BRAFLDRAFT_80432.2.2|m.18322","None","None",-2.25985100456466
"8133","CHOYP_VRP.2.4|m.18914","None","None",2.40217350273288
"8192","CHOYP_LOC100372287.1.1|m.10381","None","None",-2.58496250072116
"8193","CHOYP_contig_023752|m.27015","None","None",3.41902258270291
"8221","CHOYP_LOC100376187.1.2|m.22539","None","None",-2.70951129135145
"8263","CHOYP_PIF.3.6|m.18904","None","None",-3.70043971814109
"8297","CHOYP_TYRO.1.1|m.38876","None","None",2.79927458418712
"8309","CHOYP_contig_024418|m.27769","None","None",-3.0896936467371
"8338","CHOYP_CALUB.1.2|m.57842","None","None",-2.12368201637836
"8400","CHOYP_MEG10.78.91|m.58715","None","None",-2
