"","Protein.ID","Uniprot","Protein.names","fc9"
"4414","CHOYP_NEMVEDRAFT_V1G185623.1.1|m.62696","Q54TR1","Counting factor associated protein D",-2
"4452","CHOYP_SNUT2.1.1|m.19264","Q3TIX9","U4/U6.U5 tri-snRNP-associated protein 2 (Inactive ubiquitin-specific peptidase 39)",-2.70951129135145
"4456","CHOYP_SYWC.4.5|m.36166","P17248","Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS) [Cleaved into: T1-TrpRS; T2-TrpRS]",2.16992500144231
"4466","CHOYP_UBP10.1.1|m.10603","Q6DIJ4","Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10)",-3
"4497","CHOYP_BRAFLDRAFT_130131.1.1|m.11020","Q8N6F8","Williams-Beuren syndrome chromosomal region 27 protein",-4.61643218977614
"4498","CHOYP_BRAFLDRAFT_202318.1.1|m.4330","Q5R7H0","Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial (EC 1.2.4.2) (Dehydrogenase E1 and transketolase domain-containing protein 1)",2.25985100456466
"4520","CHOYP_CDC42.11.11|m.60004","Q29HY3","Cdc42 homolog",2.25985100456466
"4528","CHOYP_DDX1.1.1|m.46908","Q90WU3","ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1)",-2.4594316186373
"4537","CHOYP_FLOT1.2.2|m.59727","O61491","Flotillin-1",2
"4581","CHOYP_LOC100375122.1.1|m.52296","Q9D581","EF-hand calcium-binding domain-containing protein 10",-2
"4602","CHOYP_LOC100693708.1.1|m.7688","Q5RGU1","Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)",-3.0896936467371
"4620","CHOYP_LOC580840.1.1|m.45392","Q32L77","Uncharacterized protein C9orf135 homolog",-4.20442612236725
"4625","CHOYP_LOC593741.1.1|m.11514","Q567I9","Cytochrome b5 domain-containing protein 1",-2.70951129135145
"4713","CHOYP_CDPKM.1.1|m.58179","P23286","Calmodulin (CaM)",2.4594316186373
"4752","CHOYP_LOC100366424.1.1|m.29609","Q9GKS9","Double zinc ribbon and ankyrin repeat-containing protein 1",-2.16992500144231
"4775","CHOYP_LOC100377751.1.1|m.26359","Q8TBY9","WD repeat-containing protein 66",-3.0896936467371
"4861","CHOYP_SSPO.6.14|m.26542","Q2PC93","SCO-spondin",2.70043971814109
"4868","CHOYP_TOP1.5.5|m.61515","P11387","DNA topoisomerase 1 (EC 5.99.1.2) (DNA topoisomerase I)",-2
"4884","CHOYP_contig_022643|m.25874","Q96HC4","PDZ and LIM domain protein 5 (Enigma homolog) (Enigma-like PDZ and LIM domains protein)",-4
"4892","CHOYP_BAZ1B.1.1|m.24480","Q9UIG0","Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2)",2.70951129135145
"4900","CHOYP_BRAFLDRAFT_122018.1.1|m.21774","O08658","Nuclear pore complex protein Nup88 (88 kDa nucleoporin) (Nucleoporin Nup84) (Nucleoporin Nup88)",-2.16992500144231
"4905","CHOYP_BRAFLDRAFT_125701.1.3|m.18477","Q04164","Putative epidermal cell surface receptor (Stranded at second protein)",-2.25985100456466
"4923","CHOYP_BRAFLDRAFT_88570.1.2|m.55232","Q5U243","CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59)",-3.0896936467371
"4924","CHOYP_BRAFLDRAFT_93411.1.3|m.13317","O95049","Tight junction protein ZO-3 (Tight junction protein 3) (Zona occludens protein 3) (Zonula occludens protein 3)",4.20442612236725
"4927","CHOYP_CADM4.1.1|m.60662","Q0P5A1","Dynactin subunit 3",2.16992500144231
"4942","CHOYP_DDX23.1.1|m.20195","Q9BUQ8","Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)",2.25985100456466
"4974","CHOYP_LOC100121687.1.1|m.57141","Q14202","Zinc finger MYM-type protein 3 (Zinc finger protein 261)",-3.0896936467371
"4996","CHOYP_LOC100373842.2.4|m.5139","Q9Z2H5","Band 4.1-like protein 1 (Neuronal protein 4.1) (4.1N)",3.75488750216347
"4997","CHOYP_LOC100373864.2.2|m.55132","E3Q897","Probable Xaa-Pro aminopeptidase GLRG_02280 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Prolidase)",-4.61643218977614
"5004","CHOYP_LOC100378652.1.1|m.5658","B3NBB6","Protein cueball",2.70951129135145
"5101","CHOYP_VWCE.1.3|m.5007","Q04164","Putative epidermal cell surface receptor (Stranded at second protein)",3.96936229591612
"5158","CHOYP_ISCW_ISCW013289.2.2|m.18741","O22703","Glycine-rich RNA-binding protein RZ1B (AtRZ-1a)",-2.25985100456466
"5167","CHOYP_LOC100118048.1.1|m.62637","P53356","Tyrosine-protein kinase HTK16 (EC 2.7.10.2)",2.70951129135145
"5180","CHOYP_LOC100369954.1.1|m.22656","Q00420","GA-binding protein subunit beta-1 (GABP subunit beta-1) (GABPB-1) (GABP subunit beta-2) (GABPB-2)",-2.25985100456466
"5214","CHOYP_LOC100901947.1.1|m.7835","O14929","Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1)",2.25985100456466
"5231","CHOYP_LOC662320.1.2|m.18374","Q66II8","U1 small nuclear ribonucleoprotein 70 kDa (U1 snRNP 70 kDa) (U1-70K) (snRNP70)",-2.16992500144231
"5239","CHOYP_MRRF.1.1|m.16730","Q0VCQ4","Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)",2.25985100456466
"5240","CHOYP_MYSP.5.9|m.28124","O96064","Paramyosin",2.32192809488736
"5250","CHOYP_OFUT1.1.1|m.41737","Q9V6X7","GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Neurotic protein) (Peptide-O-fucosyltransferase 1) (O-FucT-1)",2.25985100456466
"5265","CHOYP_PYRG1.1.1|m.13552","Q6PEI7","CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1)",2.16992500144231
"5284","CHOYP_SLK.1.1|m.59382","Q7SY52","Serine/threonine-protein kinase 10 (EC 2.7.11.1)",-3.0896936467371
"5437","CHOYP_LOC100708991.3.5|m.40072","Q6DCQ6","von Willebrand factor A domain-containing protein 2 (A domain-containing protein similar to matrilin and collagen) (AMACO)",5.12853387405436
"5481","CHOYP_PHUM_PHUM060390.1.1|m.12993","Q642H7","Synembryn-A (Protein Ric-8A)",-2.25985100456466
"5531","CHOYP_BRAFLDRAFT_127466.1.1|m.62415","A6PWD2","Forkhead-associated domain-containing protein 1 (FHA domain-containing protein 1)",-2
"5629","CHOYP_LOC578881.1.1|m.9743","Q9HBU6","Ethanolamine kinase 1 (EKI 1) (EC 2.7.1.82)",3.0896936467371
"5670","CHOYP_SPT4H.1.1|m.40744","Q6DGQ0","Transcription elongation factor SPT4 (DRB sensitivity-inducing factor small subunit) (DSIF small subunit)",-2.25985100456466
"5746","CHOYP_ISCW_ISCW023297.1.1|m.11833","Q9DCD2","Pre-mRNA-splicing factor SYF1 (XPA-binding protein 2)",-2.25985100456466
"5767","CHOYP_LOC100374338.1.1|m.44584","P42620","Glutathionyl-hydroquinone reductase YqjG (GS-HQR) (EC 1.8.-.-)",2
"5797","CHOYP_LOC101069006.1.2|m.5484","Q60648","Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3)",-2
"5837","CHOYP_PHUM_PHUM450820.1.1|m.40803","Q5R416","Catenin alpha-2 (Alpha N-catenin)",-2.26941239209809
"5845","CHOYP_RHO.1.1|m.2313","P01122","Ras-like GTP-binding protein RHO",2.4594316186373
"5853","CHOYP_RS32.1.1|m.57158","P14314","Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH)",-3.95419631038688
"5884","CHOYP_ABCE1.1.2|m.7437","Q8LPJ4","ABC transporter E family member 2 (ABC transporter ABCE.2) (AtABCE2) (RNase L inhibitor-like protein 2) (AtRLI2) (AthaRLI2)",2.02417937018987
"5886","CHOYP_AGAP_AGAP004885.1.1|m.29831","B1AR13","CDGSH iron-sulfur domain-containing protein 3, mitochondrial (Melanoma nuclear protein 13)",3.0896936467371
"5911","CHOYP_BRAFLDRAFT_72035.1.1|m.48832","Q5R630","Adaptin ear-binding coat-associated protein 1 (NECAP endocytosis-associated protein 1) (NECAP-1)",-2.25985100456466
"5925","CHOYP_CRI9333_2800.1.1|m.5332","Q9BXB1","Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48)",2.25985100456466
"5927","CHOYP_DDX42.2.2|m.54450","Q7ZY47","ATP-dependent RNA helicase DDX42 (EC 3.6.4.13) (DEAD box protein 42)",-4.61643218977614
"5942","CHOYP_GMFB.2.2|m.54955","Q5R6P6","Glia maturation factor beta (GMF-beta)",-2
"5968","CHOYP_LOC100181095.1.1|m.8314","Q9C093","Sperm flagellar protein 2 (Protein KPL2)",-5.2780525887455
"5985","CHOYP_LOC100371176.1.1|m.33995","Q58CP0","Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)",-2.4594316186373
"5988","CHOYP_LOC100371983.1.3|m.2863","B5BLW5","Arylesterase (A-esterase) (EC 3.1.1.2) (Paraoxonase) (EC 3.1.8.1)",2
"6008","CHOYP_LOC100646810.1.1|m.25033","O95045","Uridine phosphorylase 2 (UPase 2) (UrdPase 2) (EC 2.4.2.3)",-3.0896936467371
"6082","CHOYP_RL39.1.2|m.5372","Q9D1L0","Coiled-coil-helix-coiled-coil-helix domain-containing protein 2",2.70951129135145
"6098","CHOYP_TBCE.1.1|m.14005","Q5U508","Tubulin-specific chaperone E (Tubulin-folding cofactor E)",2.25985100456466
"6103","CHOYP_UBXN4.1.1|m.22642","Q5R4I3","UBX domain-containing protein 4 (UBX domain-containing protein 2)",2.25985100456466
"6121","CHOYP_BRAFLDRAFT_113596.1.1|m.53557","A4IGP0","Protein Hikeshi",2.25985100456466
"6180","CHOYP_ELMO1.1.1|m.59285","Q96JJ3","Engulfment and cell motility protein 2 (Protein ced-12 homolog A) (hCed-12A)",2.25985100456466
"6188","CHOYP_GTPB1.1.1|m.66453","O08582","GTP-binding protein 1 (G-protein 1) (GP-1) (GP1)",-2.70951129135145
"6205","CHOYP_LOC100370672.1.1|m.54509","Q505F5","Leucine-rich repeat-containing protein 47",-3.0896936467371
"6214","CHOYP_LOC100374249.1.1|m.58296","Q4G0X9","Coiled-coil domain-containing protein 40",-2.4594316186373
"6291","CHOYP_RTF1.1.1|m.10685","A2AQ19","RNA polymerase-associated protein RTF1 homolog",2.25985100456466
"6294","CHOYP_SI_CH211-197G15.7.3.3|m.61063","Q53G44","Interferon-induced protein 44-like",2.70951129135145
"6326","CHOYP_BIRC6.1.2|m.51516","Q9NR09","Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)",-2.70951129135145
"6357","CHOYP_CHERP.1.1|m.22401","Q8CGZ0","Calcium homeostasis endoplasmic reticulum protein (SR-related CTD-associated factor 6)",-2.25985100456466
"6371","CHOYP_ISCW_ISCW004725.1.1|m.9722","Q09506","Uncharacterized protein C45G9.7",2.25985100456466
"6386","CHOYP_LOC100215454.1.1|m.40627","P43143","Neuronal acetylcholine receptor subunit alpha-6",3.70951129135145
"6390","CHOYP_LOC100368987.1.1|m.6182","Q62165","Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]",2.25985100456466
"6465","CHOYP_NEMVEDRAFT_V1G97278.2.2|m.63646","Q9JLF6","Protein-glutamine gamma-glutamyltransferase K (EC 2.3.2.13) (Epidermal TGase) (Transglutaminase K) (TG(K)) (TGK) (TGase K) (Transglutaminase-1) (TGase-1)",2.70951129135145
"6466","CHOYP_NHP2.1.1|m.57624","Q6P8C4","H/ACA ribonucleoprotein complex subunit 2-like protein (Nucleolar protein family A member 2-like protein) (snoRNP protein NHP2-like protein)",-2.70951129135145
"6468","CHOYP_NPL.1.3|m.4064","B0C142","4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)",-2
"6488","CHOYP_SEPT7.1.1|m.59134","Q5R481","Septin-7",4.32192809488736
"6512","CHOYP_LOC100367951.1.1|m.38662","None","None",2.19897784671579
"6523","CHOYP_LAMP1.3.3|m.16600","None","None",-2.25985100456466
"6536","CHOYP_contig_005590|m.6345","None","None",-2.25985100456466
"6574","CHOYP_C1QL4L.6.7|m.26358","None","None",-2.70951129135145
"6579","CHOYP_contig_033976|m.38613","None","None",-2.16992500144231
"6633","CHOYP_contig_047707|m.56320","None","None",2.70951129135145
"6709","CHOYP_RT10.2.4|m.12766","None","None",2.25985100456466
"6762","CHOYP_contig_023763|m.27021","None","None",2.70951129135145
"6795","CHOYP_NDUA5.1.2|m.2750","None","None",-2
"6880","CHOYP_contig_025759|m.29400","None","None",-2.25985100456466
"6903","CHOYP_LOC100377195.1.2|m.28624","None","None",2.32192809488736
"6938","CHOYP_CELE_F01D5.5.1.1|m.4263","None","None",2.32192809488736
"6951","CHOYP_RPOC1.1.1|m.34397","None","None",-3.70951129135145
"6960","CHOYP_contig_020392|m.23606","None","None",-5.12853387405436
"6978","CHOYP_contig_026949|m.30663","None","None",-2
"7064","CHOYP_BRAFLDRAFT_118099.2.6|m.3049","None","None",-2.70043971814109
"7134","CHOYP_LOC100366470.2.2|m.64705","None","None",2.4594316186373
"7156","CHOYP_contig_045205|m.52522","None","None",2
"7197","CHOYP_BRAFLDRAFT_86827.2.4|m.9197","None","None",3.0896936467371
"7210","CHOYP_BRAFLDRAFT_121902.1.1|m.64757","None","None",-2.25985100456466
"7257","CHOYP_SPI2.8.37|m.4837","None","None",2.25985100456466
"7287","CHOYP_LOC100181159.1.1|m.6127","None","None",-2.25985100456466
"7311","CHOYP_MDN1.7.8|m.63476","None","None",-3.0896936467371
"7405","CHOYP_CASP10.5.7|m.49889","None","None",-2.70951129135145
"7430","CHOYP_contig_024357|m.27696","None","None",-2.70951129135145
"7501","CHOYP_PWAP.1.1|m.44818","None","None",2.70951129135145
"7528","CHOYP_TPM.19.19|m.66623","None","None",-3.96936229591612
"7575","CHOYP_NCKP1.1.4|m.24694","None","None",-2.16992500144231
"7576","CHOYP_CNE_1C34780.3.3|m.30615","None","None",-2.04921410567492
"7585","CHOYP_NEMVEDRAFT_V1G197314.1.2|m.61420","None","None",2.25985100456466
"7598","CHOYP_SMP_051990.1.7|m.327","None","None",2.16992500144231
"7639","CHOYP_contig_053683|m.64287","None","None",2.25985100456466
"7664","CHOYP_CASP7.18.23|m.52787","None","None",-2.32192809488736
"7784","CHOYP_MDN1.3.8|m.3846","None","None",2
"7813","CHOYP_GSPATT00037947001.1.1|m.24620","None","None",2.01612652020021
"7820","CHOYP_SI_DKEY-5N18.1.1.2|m.5489","None","None",-3.41902258270291
"7842","CHOYP_MYSP.1.9|m.1100","None","None",3.70951129135145
"7887","CHOYP_BRAFLDRAFT_88218.8.8|m.64733","None","None",-3.0896936467371
"7889","CHOYP_contig_018645|m.21889","None","None",2.70951129135145
"7967","CHOYP_contig_023673|m.26924","None","None",2
"8069","CHOYP_contig_012395|m.14264","None","None",-2.25985100456466
"8078","CHOYP_MUC21.1.1|m.41811","None","None",-3.0896936467371
"8106","CHOYP_contig_041298|m.47095","None","None",-2.25985100456466
"8121","CHOYP_contig_023814|m.27068","None","None",-4.41902258270291
"8148","CHOYP_contig_010226|m.11916","None","None",-2.70951129135145
"8183","CHOYP_contig_010639|m.12333","None","None",2
"8210","CHOYP_CASP7.17.23|m.52767","None","None",-3.0896936467371
"8227","CHOYP_BRAFLDRAFT_85506.1.1|m.54726","None","None",2.70951129135145
"8257","CHOYP_LOC660225.1.1|m.35197","None","None",-2.25985100456466
"8338","CHOYP_CALUB.1.2|m.57842","None","None",3.96936229591612
"8339","CHOYP_contig_036886|m.41498","None","None",2
"8400","CHOYP_MEG10.78.91|m.58715","None","None",2.4594316186373
"8408","CHOYP_LOC100377200.1.2|m.19811","None","None",3.41902258270291
"8423","CHOYP_LOC100710612.1.1|m.5449","None","None",-2.70951129135145
