"","Protein.ID","Uniprot","Protein.names","fc15"
"4393","CHOYP_LOC575509.2.2|m.63548","Q7T0Y4","Dynein regulatory complex protein 1 (Coiled-coil domain-containing protein 164)",2.25985100456466
"4436","CHOYP_RAC1.1.3|m.20870","Q9QX22","Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)",-3.96936229591612
"4446","CHOYP_SEPT5.1.2|m.11458","Q9BGQ3","Septin-5",2.70951129135145
"4479","CHOYP_ACAC.1.2|m.16888","P11029","Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) [Includes: Biotin carboxylase (EC 6.3.4.14)]",-2.19897784671579
"4542","CHOYP_HECD1.1.1|m.27759","Q9ULT8","E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (E3 ligase for inhibin receptor) (EULIR) (HECT domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECTD1)",3.0896936467371
"4544","CHOYP_HS12B.7.14|m.40600","Q8K0U4","Heat shock 70 kDa protein 12A",-2
"4550","CHOYP_KAT3.1.1|m.49207","Q6YP21","Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase 3) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III)",-2
"4566","CHOYP_LOC100367949.3.3|m.63228","Q9BXJ4","Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)",-2.32192809488736
"4599","CHOYP_LOC100651274.1.1|m.26220","O54941","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57)",2.25985100456466
"4605","CHOYP_LOC100703289.1.1|m.53585","Q8CF97","Deubiquitinating protein VCIP135 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135)",3.70951129135145
"4703","CHOYP_BRAFLDRAFT_284774.2.3|m.15260","P80895","Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)",3.41902258270291
"4712","CHOYP_CD36_40650.1.1|m.47015","O35601","FYN-binding protein (Adhesion and degranulation promoting adaptor protein) (ADAP) (FYB-120/130) (p120/p130) (FYN-T-binding protein) (SLAP-130) (SLP-76-associated phosphoprotein)",2.70951129135145
"4734","CHOYP_GAK.1.1|m.7017","O14976","Cyclin-G-associated kinase (EC 2.7.11.1)",-2.16992500144231
"4769","CHOYP_LOC100372454.1.1|m.56045","Q7ZYC4","Long-chain-fatty-acid--CoA ligase ACSBG2 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 2)",-2
"4789","CHOYP_LOC100656236.1.1|m.27240","Q8HY12","C-type lectin domain family 4 member M (CD209 antigen-like protein 1) (CD antigen CD299)",2.58496250072116
"4904","CHOYP_BRAFLDRAFT_125405.1.1|m.5741","Q5M8X6","Collectin-10",2.32192809488736
"4924","CHOYP_BRAFLDRAFT_93411.1.3|m.13317","O95049","Tight junction protein ZO-3 (Tight junction protein 3) (Zona occludens protein 3) (Zonula occludens protein 3)",2
"4933","CHOYP_CNDP2.4.4|m.56870","A8F095","Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)",3.29636083949738
"4959","CHOYP_H2AV.1.7|m.12182","Q5BJ65","Histone H2A.V (H2A.F/Z)",3.70951129135145
"4974","CHOYP_LOC100121687.1.1|m.57141","Q14202","Zinc finger MYM-type protein 3 (Zinc finger protein 261)",-2
"5025","CHOYP_LOC100897892.1.1|m.1462","P82147","Protein lethal(2)essential for life (Protein Efl21)",4.20442612236725
"5089","CHOYP_SPAG16.1.1|m.51927","Q8N0X2","Sperm-associated antigen 16 protein (Pf20 protein homolog)",4.20442612236725
"5134","CHOYP_CPIPJ_CPIJ007723.1.4|m.5854","P48166","Ribosomal protein rpl-41 (60S ribosomal protein L44) (L41)",3.41902258270291
"5159","CHOYP_JNK.1.1|m.1540","P92208","Stress-activated protein kinase JNK (dJNK) (EC 2.7.11.24) (Protein basket)",-3.41902258270291
"5188","CHOYP_LOC100371275.1.1|m.46896","Q93034","Cullin-5 (CUL-5) (Vasopressin-activated calcium-mobilizing receptor 1) (VACM-1)",-2.70951129135145
"5262","CHOYP_PRRC1.1.1|m.6820","A6H8J1","Protein PRRC1-A (Proline-rich and coiled-coil-containing protein 1-A)",3.41902258270291
"5276","CHOYP_RS17.10.11|m.58728","Q94519","Acyl carrier protein, mitochondrial (ACP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit) (NADH-ubiquinone oxidoreductase acyl-carrier subunit)",2.70951129135145
"5284","CHOYP_SLK.1.1|m.59382","Q7SY52","Serine/threonine-protein kinase 10 (EC 2.7.11.1)",2.25985100456466
"5301","CHOYP_XDH.1.3|m.46824","Q960A1","Probable aldehyde oxidase gad-3 (EC 1.2.3.1)",-3.70951129135145
"5302","CHOYP_XPO7.1.1|m.50167","Q5ZLT0","Exportin-7",2
"5381","CHOYP_GOLI4.2.4|m.15493","O00461","Golgi integral membrane protein 4 (Golgi integral membrane protein, cis) (GIMPc) (Golgi phosphoprotein 4) (Golgi-localized phosphoprotein of 130 kDa) (Golgi phosphoprotein of 130 kDa)",2.25985100456466
"5396","CHOYP_LOC100181355.1.1|m.48652","Q9BXF9","Tektin-3",3
"5401","CHOYP_LOC100366442.1.4|m.6288","Q08B20","Outer dense fiber protein 2-like",2
"5424","CHOYP_LOC100486063.9.9|m.65186","A2AX52","Collagen alpha-4(VI) chain",2.65586937464682
"5475","CHOYP_NEMVEDRAFT_V1G169195.1.1|m.2476","P50174","Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (Beta-ketothiolase)",2.70043971814109
"5609","CHOYP_LOC100533349.3.5|m.52212","Q9VF87","Cytoplasmic FMR1-interacting protein (Specifically Rac1-associated protein 1) (DSra-1)",-2.70043971814109
"5624","CHOYP_LOC101068272.1.3|m.40396","Q80YX1","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)",2.4594316186373
"5629","CHOYP_LOC578881.1.1|m.9743","Q9HBU6","Ethanolamine kinase 1 (EKI 1) (EC 2.7.1.82)",-2.25985100456466
"5661","CHOYP_RRAGA.1.1|m.41224","Q63486","Ras-related GTP-binding protein A (Rag A) (RagA)",2.25985100456466
"5677","CHOYP_VATB.2.2|m.62084","Q8IYT3","Coiled-coil domain-containing protein 170",3.41902258270291
"5743","CHOYP_ISCW_ISCW017188.1.1|m.23179","Q8WVM7","Cohesin subunit SA-1 (SCC3 homolog 1) (Stromal antigen 1)",3.0896936467371
"5750","CHOYP_KDEL1.1.1|m.62729","Q6UW63","KDEL motif-containing protein 1 (Endoplasmic reticulum resident protein 58) (ER protein 58) (ERp58)",2
"5755","CHOYP_LOC100177679.1.1|m.54177","P74148","Universal stress protein Sll1388 (USP Sll1388)",-2
"5774","CHOYP_LOC100378099.1.1|m.22676","Q7LBC6","Lysine-specific demethylase 3B (EC 1.14.11.-) (JmjC domain-containing histone demethylation protein 2B) (Jumonji domain-containing protein 1B) (Nuclear protein 5qNCA)",3.70951129135145
"5802","CHOYP_LOC101158638.2.2|m.27400","B0UZC8","von Willebrand factor C domain-containing protein 2-like",2.70951129135145
"5845","CHOYP_RHO.1.1|m.2313","P01122","Ras-like GTP-binding protein RHO",-2.32192809488736
"5917","CHOYP_BRAFLDRAFT_90098.1.4|m.3841","O06745","Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase [Includes: Homocysteine S-methyltransferase (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase); 5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)]",-2.45696231588174
"5920","CHOYP_C1QL4L.3.7|m.5967","Q5RJ80","Caprin-2 (RNA granule protein 140)",-2.32192809488736
"5927","CHOYP_DDX42.2.2|m.54450","Q7ZY47","ATP-dependent RNA helicase DDX42 (EC 3.6.4.13) (DEAD box protein 42)",-2.25985100456466
"5933","CHOYP_DPSE_GA30464.1.1|m.65390","Q3T094","Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Sulfur dioxygenase ETHE1)",2.58496250072116
"5942","CHOYP_GMFB.2.2|m.54955","Q5R6P6","Glia maturation factor beta (GMF-beta)",-2.70043971814109
"5988","CHOYP_LOC100371983.1.3|m.2863","B5BLW5","Arylesterase (A-esterase) (EC 3.1.1.2) (Paraoxonase) (EC 3.1.8.1)",2
"5991","CHOYP_LOC100372881.1.1|m.4636","Q29RK9","MOB kinase activator 3B (Mob1 homolog 2b) (Mps one binder kinase activator-like 2B)",-3.70951129135145
"6008","CHOYP_LOC100646810.1.1|m.25033","O95045","Uridine phosphorylase 2 (UPase 2) (UrdPase 2) (EC 2.4.2.3)",-2
"6101","CHOYP_UBE4A.2.2|m.59113","A5PKG6","Ubiquitin conjugation factor E4 A (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 A)",-2
"6128","CHOYP_BRAFLDRAFT_122389.1.1|m.15498","Q11118","Protein wos2 (p21)",-2.16992500144231
"6139","CHOYP_BRAFLDRAFT_224325.3.3|m.52906","Q0IID9","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)",2.70951129135145
"6155","CHOYP_BRAFLDRAFT_91636.1.11|m.28449","Q53G44","Interferon-induced protein 44-like",-2.91844995960714
"6246","CHOYP_LOC101069440.3.3|m.28439","O27273","L-sulfolactate dehydrogenase (EC 1.1.1.337) ((R)-sulfolactate dehydrogenase) (L-2-hydroxycarboxylate dehydrogenase (NAD(+)))",-3.70951129135145
"6314","CHOYP_contig_000437|m.416","A8IHN8","Uncharacterized protein C11orf96 homolog (Protein Ag2)",-2.25985100456466
"6323","CHOYP_AKD1.3.3|m.63103","P43188","Adenylate kinase, chloroplastic (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)",-2.4594316186373
"6331","CHOYP_BRAFLDRAFT_126152.2.2|m.42694","Q7ZUN8","Synaptobrevin homolog YKT6 (EC 2.3.1.-)",-2.25985100456466
"6346","CHOYP_BRAFLDRAFT_96254.1.1|m.47860","Q9Z2D3","Non-syndromic hearing impairment protein 5 homolog",-2.25985100456466
"6418","CHOYP_LOC100567969.1.1|m.26460","P36876","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform BRA) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)",2.25985100456466
"6421","CHOYP_LOC100635694.1.1|m.24761","P55008","Allograft inflammatory factor 1 (AIF-1) (Ionized calcium-binding adapter molecule 1) (Protein G1)",-2.25985100456466
"6427","CHOYP_LOC100744089.1.1|m.58530","Q7ZVK3","NAD-dependent protein deacetylase sirtuin-2 (EC 3.5.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)",-2.70951129135145
"6465","CHOYP_NEMVEDRAFT_V1G97278.2.2|m.63646","Q9JLF6","Protein-glutamine gamma-glutamyltransferase K (EC 2.3.2.13) (Epidermal TGase) (Transglutaminase K) (TG(K)) (TGK) (TGase K) (Transglutaminase-1) (TGase-1)",-2.12368201637836
"6491","CHOYP_SMCA4.1.1|m.54020","A7Z019","Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)",2
"6498","CHOYP_TBB.2.7|m.37919","P02554","Tubulin beta chain (Beta-tubulin)",2.22312007662881
"6505","CHOYP_VP33A.1.1|m.58311","Q63615","Vacuolar protein sorting-associated protein 33A (r-vps33a)",2.70951129135145
"6536","CHOYP_contig_005590|m.6345","None","None",2
"6544","CHOYP_contig_044503|m.51534","None","None",2.33471751947279
"6569","CHOYP_MYS.2.7|m.2070","None","None",2.70951129135145
"6574","CHOYP_C1QL4L.6.7|m.26358","None","None",-2.70951129135145
"6598","CHOYP_ALF.3.3|m.66837","None","None",-2
"6637","CHOYP_contig_022863|m.26088","None","None",-3.0896936467371
"6694","CHOYP_contig_035545|m.40311","None","None",2.70951129135145
"6700","CHOYP_BM8F.2.2|m.35731","None","None",2.32192809488736
"6704","CHOYP_contig_052993|m.63573","None","None",2
"6746","CHOYP_contig_013806|m.15731","None","None",2.25985100456466
"6777","CHOYP_BRAFLDRAFT_117875.1.1|m.48427","None","None",-2
"6842","CHOYP_contig_047982|m.56715","None","None",2.25985100456466
"6943","CHOYP_BRAFLDRAFT_117275.1.1|m.9900","None","None",2.25985100456466
"6951","CHOYP_RPOC1.1.1|m.34397","None","None",2.4594316186373
"7062","CHOYP_TPM.18.19|m.66023","None","None",-4.20442612236725
"7244","CHOYP_DANA_GF14191.1.1|m.11942","None","None",2.16992500144231
"7257","CHOYP_SPI2.8.37|m.4837","None","None",2.25985100456466
"7297","CHOYP_contig_004820|m.5529","None","None",-2.25985100456466
"7314","CHOYP_AGRIN.3.5|m.5652","None","None",3.41902258270291
"7406","CHOYP_LOC101165968.2.7|m.18121","None","None",-5.41902258270291
"7414","CHOYP_LOC592357.1.1|m.27228","None","None",2.8073549220576
"7439","CHOYP_LOC100378969.2.2|m.31240","None","None",3.0896936467371
"7452","CHOYP_SCE4070.1.1|m.29642","None","None",3.41902258270291
"7478","CHOYP_IRF1.1.3|m.52606","None","None",-2.25985100456466
"7528","CHOYP_TPM.19.19|m.66623","None","None",-2.26941239209809
"7552","CHOYP_TVAG_355490.6.22|m.13410","None","None",2.16992500144231
"7555","CHOYP_GOLI4.3.4|m.29146","None","None",2.25985100456466
"7593","CHOYP_LNTL-1.1.2|m.10782","None","None",2.25985100456466
"7731","CHOYP_contig_016628|m.19586","None","None",-5.41902258270291
"7835","CHOYP_contig_003670|m.4147","None","None",-2.70951129135145
"7841","CHOYP_EATER.1.1|m.30042","None","None",2.32192809488736
"7842","CHOYP_MYSP.1.9|m.1100","None","None",2.32192809488736
"7855","CHOYP_contig_020390|m.23600","None","None",-2
"7897","CHOYP_contig_017060|m.20058","None","None",3.0896936467371
"7978","CHOYP_LOC101061101.1.1|m.50165","None","None",2.25985100456466
"8039","CHOYP_BCAS0157.2.2|m.53484","None","None",2.25985100456466
"8066","CHOYP_NDUFB9.1.2|m.37494","None","None",2.25985100456466
"8129","CHOYP_contig_032947|m.37658","None","None",2.16992500144231
"8133","CHOYP_VRP.2.4|m.18914","None","None",2
"8165","CHOYP_BRAFLDRAFT_118423.2.3|m.29362","None","None",2.70951129135145
"8193","CHOYP_contig_023752|m.27015","None","None",4.20442612236725
"8282","CHOYP_contig_035767|m.40509","None","None",-2.25985100456466
"8330","CHOYP_LOC100373083.1.2|m.19987","None","None",2.26941239209809
"8338","CHOYP_CALUB.1.2|m.57842","None","None",2.09590327428938
"8348","CHOYP_SMP_143090.1.1|m.6805","None","None",-2.58496250072116
"8353","CHOYP_GBB.2.2|m.35274","None","None",-2.4594316186373
