"Cluster","Silo","Protein.ID","CompetentLarvae_1","X3_3","X9_3","X3_5","X9_5","X3_7","X9_7","X3_9","X9_9","X3_11","X9_11","X3_13","X9_13","X3_15","X9_15","Avg","StDev","CoeffcientVariance","Variance","Median","Slope","Kurtosis","Skewness","Max","Min","Range","X1st_quartile","X4th_quartile","Sum","Day0.Day15","Day3.Day15","Avg_Day0.7","Avg_Day9.15","X1sthalf.2ndhalf","Range_Day0.7","Range_Day9.15","Sum.TotalProteinIDs","High.Low","Variability","Tag","column1","column2","column3","column4","column5","column6","column7","column8","column9","column10","column11","column12","column13","clean","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Gene.ontology..biological.process.","Gene.ontology.IDs","Pathway","Cross.reference..UniPathway.","Cross.reference..CDD.","Cross.reference..Pfam.","Gene.ontology..GO."
1,"3","CHOYP_DNJC5.1.1|m.52453",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_DNJC5.1.1|m.52453","P56101","DNJC5_TETCF","55.72","201","75","4","3","202","5","192","8.00E-55","180","1","P56101","DNJC5_TETCF","reviewed","DnaJ homolog subfamily C member 5 (CCCS1) (Cysteine string protein) (CSP)","dnajc5","Tetronarce californica (Pacific electric ray) (Torpedo californica)","195","","GO:0016020","","","cd06257;","PF00226;","membrane [GO:0016020]"
1,"9","CHOYP_DPER_GL24378.1.1|m.64285",0.5,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0.1428571429,0.2258769757,"1.5811388301",0.0510204082,0,"#VALUE!","-0.84","1.2296340919",0.5,0,0.5,0,0.5,1,"#DIV/0!","#DIV/0!",0.125,0.125,0,0.5,0.5,0.0118441312,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"3","CHOYP_DPOG1.1.1|m.35597",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0,0.125,-0.125,0,0.5,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_DPOG1.1.1|m.35597","P54099","DPOG1_MOUSE","46.41","1170","521","15","46","1112","44","1210","0","1022","1","P54099","DPOG1_MOUSE","reviewed","DNA polymerase subunit gamma-1 (EC 2.7.7.7) (Mitochondrial DNA polymerase catalytic subunit) (PolG-alpha)","Polg Polg1","Mus musculus (Mouse)","1218","aging [GO:0007568]; mitochondrial DNA replication [GO:0006264]","GO:0002020; GO:0003677; GO:0003682; GO:0003887; GO:0004527; GO:0005739; GO:0005743; GO:0005760; GO:0006264; GO:0007568; GO:0008408; GO:0042645; GO:0043234; GO:0070062","","","","PF00476;","extracellular exosome [GO:0070062]; gamma DNA polymerase complex [GO:0005760]; mitochondrial inner membrane [GO:0005743]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; protein complex [GO:0043234]; 3'-5' exonuclease activity [GO:0008408]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; exonuclease activity [GO:0004527]; protease binding [GO:0002020]; aging [GO:0007568]; mitochondrial DNA replication [GO:0006264]"
1,"9","CHOYP_DPOLZ.1.1|m.49299",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_DPOLZ.1.1|m.49299","Q61493","DPOLZ_MOUSE","62.63","768","285","1","1743","2510","2357","3122","0","1087","1","Q61493","REV3L_MOUSE","reviewed","DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (Protein reversionless 3-like) (REV3-like) (Seizure-related protein 4)","Rev3l Polz Sez4","Mus musculus (Mouse)","3122","DNA repair [GO:0006281]; DNA replication [GO:0006260]; error-prone translesion synthesis [GO:0042276]","GO:0000166; GO:0003677; GO:0003887; GO:0005730; GO:0006260; GO:0006281; GO:0008408; GO:0016035; GO:0042276; GO:0046872; GO:0051539","","","","PF00136;PF03104;PF15735;PF14260;","nucleolus [GO:0005730]; zeta DNA polymerase complex [GO:0016035]; 3'-5' exonuclease activity [GO:0008408]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; error-prone translesion synthesis [GO:0042276]"
1,"9","CHOYP_DPSE_GA28568.7.9|m.48623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"0","0",0,0.125,-0.125,0,0.5,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"3","CHOYP_DRPR.1.2|m.58255",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0.125,0,0.125,0.5,0,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_DRPR.1.2|m.58255","Q8C088","EGFEM_MOUSE","35.71","154","80","4","144","282","439","588","7.00E-16","84.3","1","Q8C088","EGFEM_MOUSE","reviewed","EGF-like and EMI domain-containing protein 1","Egfem1","Mus musculus (Mouse)","590","","GO:0005509","","","","PF07645;PF07546;","calcium ion binding [GO:0005509]"
1,"9","CHOYP_DSEC_GM10209.1.1|m.49171",0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.1428571429,0.2258769757,"1.5811388301",0.0510204082,0,"#VALUE!","-0.84","1.2296340919",0.5,0,0.5,0,0.5,1,"#DIV/0!","#DIV/0!",0.125,0.125,0,0.5,0.5,0.0118441312,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_DSEC_GM10209.1.1|m.49171","P27701","CD82_HUMAN","27.88","269","150","14","99","355","24","260","5.00E-14","74.7","1","P27701","CD82_HUMAN","reviewed","CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1) (Suppressor of tumorigenicity 6 protein) (Tetraspanin-27) (Tspan-27) (CD antigen CD82)","CD82 KAI1 SAR2 ST6 TSPAN27","Homo sapiens (Human)","267","cell surface receptor signaling pathway [GO:0007166]","GO:0005886; GO:0005887; GO:0007166; GO:0070062","","","","PF00335;","extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; cell surface receptor signaling pathway [GO:0007166]"
1,"3","CHOYP_DSEC_GM16292.1.1|m.12184",15.5,6.5,0,0,0,37.5,0,7.5,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_DSEC_GM16292.1.1|m.12184","Q868Z9","PPN_DROME","36.3","584","306","14","285","824","1490","2051","2.00E-96","349","1","Q868Z9","PPN_DROME","reviewed","Papilin","Ppn CG33103","Drosophila melanogaster (Fruit fly)","2898","extracellular matrix organization [GO:0030198]; multicellular organism development [GO:0007275]","GO:0004222; GO:0004867; GO:0005201; GO:0005604; GO:0007275; GO:0008270; GO:0030198","","","","PF05986;PF07679;PF00014;PF08686;PF00090;","basement membrane [GO:0005604]; extracellular matrix structural constituent [GO:0005201]; metalloendopeptidase activity [GO:0004222]; serine-type endopeptidase inhibitor activity [GO:0004867]; zinc ion binding [GO:0008270]; extracellular matrix organization [GO:0030198]; multicellular organism development [GO:0007275]"
1,"3","CHOYP_DSPP.5.8|m.37255",0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0.125,0,0.125,0.5,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_DSPP.5.8|m.37255","Q460N5","PAR14_HUMAN","29.36","235","142","5","1593","1818","1029","1248","3.00E-18","96.3","1","Q460N5","PAR14_HUMAN","reviewed","Poly [ADP-ribose] polymerase 14 (PARP-14) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2)","PARP14 BAL2 KIAA1268","Homo sapiens (Human)","1801","regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0003950; GO:0005634; GO:0005829; GO:0006351; GO:0006355; GO:0016020","","","","PF01661;PF00644;","cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"
1,"3","CHOYP_DSRAD.2.4|m.5410",2.5,0,0,0,0,0,0,0,0,0,0,0.5,0,1.5,0,0.2857142857,0.5248906592,"1.8371173071",0.2755102041,0,"#VALUE!","4.5802469136","2.1557973646",1.5,0,1.5,0,1.5,2,"#DIV/0!","#DIV/0!",0.125,0.375,-0.25,0.5,1.5,0.0236882625,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_DSRAD.2.4|m.5410","Q28FE8","ADAT1_XENTR","29.68","219","112","11","70","255","262","471","1.00E-14","76.6","1","Q28FE8","ADAT1_XENTR","reviewed","tRNA-specific adenosine deaminase 1 (EC 3.5.4.34) (tRNA-specific adenosine-37 deaminase)","adat1 TEgg036c08.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","472","tRNA processing [GO:0008033]","GO:0003723; GO:0008033; GO:0008251; GO:0046872","","","","PF02137;","metal ion binding [GO:0046872]; RNA binding [GO:0003723]; tRNA-specific adenosine deaminase activity [GO:0008251]; tRNA processing [GO:0008033]"
1,"9","CHOYP_DTNBP1.1.1|m.66644",0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0.2142857143,0.3642156795,"1.6996731712",0.1326530612,0,"#VALUE!","2.3609467456","1.7598154411",1,0,1,0,1,1.5,"#DIV/0!","#DIV/0!",0.25,0.125,0.125,1,0.5,0.0177661968,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_DTNBP1.1.1|m.66644","Q96EV8","DTBP1_HUMAN","29.26","352","195","7","18","323","1","344","2.00E-30","123","1","Q96EV8","DTBP1_HUMAN","reviewed","Dysbindin (Biogenesis of lysosome-related organelles complex 1 subunit 8) (BLOC-1 subunit 8) (Dysbindin-1) (Dystrobrevin-binding protein 1) (Hermansky-Pudlak syndrome 7 protein) (HPS7 protein)","DTNBP1 BLOC1S8 My031","Homo sapiens (Human)","351","actin cytoskeleton reorganization [GO:0031532]; anterograde axonal transport [GO:0008089]; anterograde synaptic vesicle transport [GO:0048490]; blood coagulation [GO:0007596]; dendrite morphogenesis [GO:0048813]; melanosome organization [GO:0032438]; negative regulation of protein binding [GO:0032091]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; neuron projection development [GO:0031175]; neuron projection morphogenesis [GO:0048812]; platelet dense granule organization [GO:0060155]; positive regulation of gene expression [GO:0010628]; positive regulation of neurotransmitter secretion [GO:0001956]; regulation of dopamine receptor signaling pathway [GO:0060159]; regulation of dopamine secretion [GO:0014059]; regulation of JUN kinase activity [GO:0043506]","GO:0001956; GO:0005634; GO:0005737; GO:0005789; GO:0005829; GO:0007596; GO:0008089; GO:0010008; GO:0010628; GO:0014059; GO:0014069; GO:0015630; GO:0016528; GO:0030054; GO:0030424; GO:0030426; GO:0030496; GO:0030672; GO:0031083; GO:0031175; GO:0031532; GO:0032091; GO:0032438; GO:0033162; GO:0042383; GO:0043005; GO:0043197; GO:0043506; GO:0045211; GO:0048490; GO:0048812; GO:0048813; GO:0060155; GO:0060159; GO:0071901; GO:1904115","","","","PF04440;","axon [GO:0030424]; axon cytoplasm [GO:1904115]; BLOC-1 complex [GO:0031083]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; growth cone [GO:0030426]; melanosome membrane [GO:0033162]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; neuron projection [GO:0043005]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]; sarcoplasm [GO:0016528]; synaptic vesicle membrane [GO:0030672]; actin cytoskeleton reorganization [GO:0031532]; anterograde axonal transport [GO:0008089]; anterograde synaptic vesicle transport [GO:0048490]; blood coagulation [GO:0007596]; dendrite morphogenesis [GO:0048813]; melanosome organization [GO:0032438]; negative regulation of protein binding [GO:0032091]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; neuron projection development [GO:0031175]; neuron projection morphogenesis [GO:0048812]; platelet dense granule organization [GO:0060155]; positive regulation of gene expression [GO:0010628]; positive regulation of neurotransmitter secretion [GO:0001956]; regulation of dopamine receptor signaling pathway [GO:0060159]; regulation of dopamine secretion [GO:0014059]; regulation of JUN kinase activity [GO:0043506]"
1,"3","CHOYP_DYAK_GE11656.1.2|m.34706",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_DYAK_GE11656.1.2|m.34706","O16011","MBL_DROME","51.2","209","76","9","1","208","1","184","3.00E-52","179","1","O16011","MBL_DROME","reviewed","Protein muscleblind (Protein mindmelt)","mbl mm CG33197","Drosophila melanogaster (Fruit fly)","297","apoptotic process [GO:0006915]; compound eye photoreceptor cell differentiation [GO:0001751]; embryo development [GO:0009790]; eye development [GO:0001654]; imaginal disc-derived wing morphogenesis [GO:0007476]; muscle cell cellular homeostasis [GO:0046716]; muscle organ development [GO:0007517]; peripheral nervous system development [GO:0007422]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of female receptivity [GO:0045924]; regulation of gene expression [GO:0010468]; response to stimulus [GO:0050896]; rhabdomere development [GO:0042052]; somatic muscle development [GO:0007525]; visual perception [GO:0007601]","GO:0000381; GO:0001654; GO:0001751; GO:0003676; GO:0003677; GO:0005634; GO:0005737; GO:0006915; GO:0007422; GO:0007476; GO:0007517; GO:0007525; GO:0007601; GO:0009790; GO:0010468; GO:0030018; GO:0031673; GO:0042052; GO:0045924; GO:0046716; GO:0046872; GO:0048471; GO:0050896","","","","","cytoplasm [GO:0005737]; H zone [GO:0031673]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; Z disc [GO:0030018]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; apoptotic process [GO:0006915]; compound eye photoreceptor cell differentiation [GO:0001751]; embryo development [GO:0009790]; eye development [GO:0001654]; imaginal disc-derived wing morphogenesis [GO:0007476]; muscle cell cellular homeostasis [GO:0046716]; muscle organ development [GO:0007517]; peripheral nervous system development [GO:0007422]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of female receptivity [GO:0045924]; regulation of gene expression [GO:0010468]; response to stimulus [GO:0050896]; rhabdomere development [GO:0042052]; somatic muscle development [GO:0007525]; visual perception [GO:0007601]"
1,"3","CHOYP_DYAK_GE21870.1.1|m.28467",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"9","CHOYP_DYAK_GE25484.1.1|m.6273",0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0.125,0,0.125,0.5,0,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"3","CHOYP_EDI_002780.1.1|m.31041",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"3","CHOYP_EEF2.1.2|m.44023",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"9","CHOYP_EF-1A.1.9|m.5616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1428571429,0.2258769757,"1.5811388301",0.0510204082,0,"#VALUE!","-0.84","1.2296340919",0.5,0,0.5,0,0.5,1,"0","0",0.125,0.125,0,0.5,0.5,0.0118441312,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"9","CHOYP_EF1A2.2.3|m.37043",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
29,"3","CHOYP_EF1A.2.4|m.50858",268.5,295.5,349,332,319.5,294.5,281.5,298,356.5,358,325,294.5,341,288,349,286.3571428571,61.6683029752,"0.2153545128",3802.9795918367,294.5,"#VALUE!","2.0096192064","-1.3964052516",349,156.5,192.5,269.25,349,2004.5,"1.0257879656","0.9312320917",283.5,307.125,-23.625,201.5,98.5,23.7415610565,"high_abundance","high_variance","high_abundance-high_variance","CHOYP_EF1A.2.4|m.50858","Q92005","EF1A_DANRE","84.53","459","71","0","1","459","1","459","0","813","1","Q92005","EF1A_DANRE","reviewed","Elongation factor 1-alpha (EF-1-alpha)","eef1a ef1a","Danio rerio (Zebrafish) (Brachydanio rerio)","462","","GO:0003746; GO:0003924; GO:0005525; GO:0005622; GO:0005737","","","","PF03144;PF03143;","cytoplasm [GO:0005737]; intracellular [GO:0005622]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]"
41,"9","CHOYP_EF1A.2.4|m.50858",268.5,295.5,349,332,319.5,294.5,281.5,298,356.5,358,325,294.5,341,288,349,286.3571428571,61.6683029752,"0.2153545128",3802.9795918367,294.5,"#VALUE!","2.0096192064","-1.3964052516",349,156.5,192.5,269.25,349,2004.5,"1.0257879656","0.9312320917",283.5,307.125,-23.625,201.5,98.5,23.7415610565,"high_abundance","high_variance","high_abundance-high_variance","CHOYP_EF1A.2.4|m.50858","Q92005","EF1A_DANRE","84.53","459","71","0","1","459","1","459","0","813","1","Q92005","EF1A_DANRE","reviewed","Elongation factor 1-alpha (EF-1-alpha)","eef1a ef1a","Danio rerio (Zebrafish) (Brachydanio rerio)","462","","GO:0003746; GO:0003924; GO:0005525; GO:0005622; GO:0005737","","","","PF03144;PF03143;","cytoplasm [GO:0005737]; intracellular [GO:0005622]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]"
1,"9","CHOYP_EF-1A.2.9|m.10123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"0","0",0,0.125,-0.125,0,0.5,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"9","CHOYP_EF-1A.6.9|m.43621",0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"9","CHOYP_EF1B.3.7|m.35082",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"3","CHOYP_EF1G.3.3|m.63510",49.5,48,60.5,69,53.5,72.5,53.5,61.5,77,77.5,69.5,54.5,67.5,51.5,70,57.5,12.2270192606,"0.2126438132",149.5,56.5,"#VALUE!","0.9942237783","-1.0402146495",70,33,37,53,70,402.5,"1.1071428571","0.9928571429",58.625,61.375,-2.75,44.5,18.5,4.7672628213,"low_abundance","high_variance","low_abundance-high_variance","CHOYP_EF1G.3.3|m.63510","P12261","EF1G_ARTSA","61.12","427","151","5","1","414","1","425","0","531","1","P12261","EF1G_ARTSA","reviewed","Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)","","Artemia salina (Brine shrimp)","430","","GO:0003746","","","","PF00647;PF00043;PF02798;","translation elongation factor activity [GO:0003746]"
12,"9","CHOYP_EF1G.3.3|m.63510",49.5,48,60.5,69,53.5,72.5,53.5,61.5,77,77.5,69.5,54.5,67.5,51.5,70,57.5,12.2270192606,"0.2126438132",149.5,56.5,"#VALUE!","0.9942237783","-1.0402146495",70,33,37,53,70,402.5,"1.1071428571","0.9928571429",58.625,61.375,-2.75,44.5,18.5,4.7672628213,"low_abundance","high_variance","low_abundance-high_variance","CHOYP_EF1G.3.3|m.63510","P12261","EF1G_ARTSA","61.12","427","151","5","1","414","1","425","0","531","1","P12261","EF1G_ARTSA","reviewed","Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)","","Artemia salina (Brine shrimp)","430","","GO:0003746","","","","PF00647;PF00043;PF02798;","translation elongation factor activity [GO:0003746]"
1,"3","CHOYP_EFTUD1.1.1|m.10474",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0,0.125,-0.125,0,0.5,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_EFTUD1.1.1|m.10474","Q8C0D5","EFL1_MOUSE","54.82","1140","447","15","12","1110","12","1124","0","1216","1","Q8C0D5","EFL1_MOUSE","reviewed","Elongation factor-like GTPase 1 (Elongation factor Tu GTP-binding domain-containing protein 1) (Elongation factor-like 1) (Protein FAM42A)","Efl1 Eftud1","Mus musculus (Mouse)","1127","mature ribosome assembly [GO:0042256]","GO:0003746; GO:0003924; GO:0005525; GO:0042256; GO:0043022","","","","PF00679;PF14492;","GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]; mature ribosome assembly [GO:0042256]"
1,"3","CHOYP_EGFR.2.3|m.61781",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"3","CHOYP_EHMT2.1.1|m.263",0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0.125,0,0.125,0.5,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_EHMT2.1.1|m.263","Q9H9B1","EHMT1_HUMAN","48.2","776","385","7","821","1587","517","1284","0","780","1","Q9H9B1","EHMT1_HUMAN","reviewed","Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (EC 2.1.1.43) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D)","EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D","Homo sapiens (Human)","1298","chromatin organization [GO:0006325]; DNA methylation [GO:0006306]; embryo development [GO:0009790]; histone methylation [GO:0016571]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; regulation of signal transduction by p53 class mediator [GO:1901796]; response to fungicide [GO:0060992]","GO:0000122; GO:0002039; GO:0005634; GO:0005654; GO:0005694; GO:0006306; GO:0006325; GO:0008168; GO:0008270; GO:0009790; GO:0016279; GO:0016571; GO:0016604; GO:0018024; GO:0018026; GO:0018027; GO:0045892; GO:0046974; GO:0046976; GO:0060992; GO:1901796","","","","PF12796;PF05033;PF00856;","chromosome [GO:0005694]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; histone methyltransferase activity (H3-K27 specific) [GO:0046976]; histone methyltransferase activity (H3-K9 specific) [GO:0046974]; histone-lysine N-methyltransferase activity [GO:0018024]; methyltransferase activity [GO:0008168]; p53 binding [GO:0002039]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]; chromatin organization [GO:0006325]; DNA methylation [GO:0006306]; embryo development [GO:0009790]; histone methylation [GO:0016571]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; regulation of signal transduction by p53 class mediator [GO:1901796]; response to fungicide [GO:0060992]"
